country,admin_level,orig,dest,day,age_min,age_max,sex,mob,mob_lower,mob_upper
UKR,1,UA01,UA07,27/02/2022,10,14,2,1.964964965,0,8
UKR,1,UA01,UA07,28/02/2022,10,14,2,1.655655656,0,6
UKR,1,UA01,UA07,01/03/2022,10,14,2,34.4994995,6,112
UKR,1,UA01,UA12,26/02/2022,0,4,1,5.831831832,0,21
UKR,1,UA01,UA12,27/02/2022,0,4,1,6.847847848,0,23
UKR,1,UA01,UA12,28/02/2022,0,4,1,0.858858859,0,5
UKR,1,UA01,UA12,01/03/2022,0,4,1,5.987987988,0,21
UKR,1,UA01,UA12,26/02/2022,0,4,2,8.684684685,0,29
UKR,1,UA01,UA12,27/02/2022,0,4,2,3.246246246,0,11.05
UKR,1,UA01,UA12,28/02/2022,0,4,2,4.777777778,0,18
UKR,1,UA01,UA12,01/03/2022,0,4,2,0.213213213,0,2
UKR,1,UA01,UA12,26/02/2022,5,9,1,0.485485485,0,3
UKR,1,UA01,UA12,27/02/2022,5,9,1,1.750750751,0,7.05
UKR,1,UA01,UA12,28/02/2022,5,9,1,3.482482482,0,13
UKR,1,UA01,UA12,01/03/2022,5,9,1,5.121121121,0,18
UKR,1,UA01,UA12,26/02/2022,5,9,2,1.301301301,0,6
UKR,1,UA01,UA12,27/02/2022,5,9,2,1.418418418,0,7
UKR,1,UA01,UA12,28/02/2022,5,9,2,0.295295295,0,2
UKR,1,UA01,UA12,01/03/2022,5,9,2,3.78978979,0,13.05
UKR,1,UA01,UA12,26/02/2022,10,14,1,31.71871872,6,100.05
UKR,1,UA01,UA12,27/02/2022,10,14,1,0.245245245,0,2
UKR,1,UA01,UA12,28/02/2022,10,14,1,0.822822823,0,5
UKR,1,UA01,UA12,01/03/2022,10,14,1,4.620620621,0,18
UKR,1,UA01,UA12,26/02/2022,10,14,2,0.487487487,0,3
UKR,1,UA01,UA12,27/02/2022,10,14,2,6.474474474,0,21
UKR,1,UA01,UA12,28/02/2022,10,14,2,1.874874875,0,9
UKR,1,UA01,UA12,01/03/2022,10,14,2,0.478478478,0,3
UKR,1,UA01,UA14,26/02/2022,0,4,1,17.82282282,2,57.05
UKR,1,UA01,UA14,27/02/2022,0,4,1,13.91191191,1,55.05
UKR,1,UA01,UA14,28/02/2022,0,4,1,9.246246246,1,29.05
UKR,1,UA01,UA14,01/03/2022,0,4,1,15.67767768,1,58
UKR,1,UA01,UA14,26/02/2022,0,4,2,0.277277277,0,2
UKR,1,UA01,UA14,27/02/2022,0,4,2,0.283283283,0,2
UKR,1,UA01,UA14,28/02/2022,0,4,2,2.617617618,0,11
UKR,1,UA01,UA14,01/03/2022,0,4,2,2.584584585,0,11
UKR,1,UA01,UA14,26/02/2022,5,9,1,0.677677678,0,4
UKR,1,UA01,UA14,27/02/2022,5,9,1,1.386386386,0,7
UKR,1,UA01,UA14,28/02/2022,5,9,1,0.314314314,0,2
UKR,1,UA01,UA14,01/03/2022,5,9,1,25.98098098,3,91.05
UKR,1,UA01,UA14,26/02/2022,5,9,2,0.238238238,0,2
UKR,1,UA01,UA14,27/02/2022,5,9,2,1.762762763,0,8
UKR,1,UA01,UA14,28/02/2022,5,9,2,0.717717718,0,4
UKR,1,UA01,UA14,01/03/2022,5,9,2,0.174174174,0,2
UKR,1,UA01,UA14,26/02/2022,10,14,1,5.476476476,0,20
UKR,1,UA01,UA14,27/02/2022,10,14,1,0.282282282,0,2
UKR,1,UA01,UA14,28/02/2022,10,14,1,10.66766767,1,35.05
UKR,1,UA01,UA14,01/03/2022,10,14,1,0.194194194,0,2
UKR,1,UA01,UA14,26/02/2022,10,14,2,0.26026026,0,2
UKR,1,UA01,UA14,27/02/2022,10,14,2,0.297297297,0,2
UKR,1,UA01,UA14,28/02/2022,10,14,2,1.148148148,0,5
UKR,1,UA01,UA14,01/03/2022,10,14,2,0.172172172,0,2
UKR,1,UA05,UA01,26/02/2022,0,4,1,1.11011011,0,6
UKR,1,UA05,UA01,27/02/2022,0,4,1,2.039039039,0,9
UKR,1,UA05,UA01,28/02/2022,0,4,1,194.3713714,36,580.25
UKR,1,UA05,UA01,01/03/2022,0,4,1,0.419419419,0,3
UKR,1,UA05,UA01,26/02/2022,0,4,2,0.497497497,0,3
UKR,1,UA05,UA01,27/02/2022,0,4,2,0.657657658,0,4
UKR,1,UA05,UA01,28/02/2022,0,4,2,5.466466466,0,18.05
UKR,1,UA05,UA01,01/03/2022,0,4,2,38.21721722,7,104.05
UKR,1,UA05,UA01,26/02/2022,5,9,1,1.887887888,0,8.05
UKR,1,UA05,UA01,27/02/2022,5,9,1,5.775775776,0,20.05
UKR,1,UA05,UA01,28/02/2022,5,9,1,2.037037037,0,7.05
UKR,1,UA05,UA01,01/03/2022,5,9,1,87.71671672,18,248.2
UKR,1,UA05,UA01,26/02/2022,5,9,2,38.90890891,5,136
UKR,1,UA05,UA01,27/02/2022,5,9,2,3.027027027,0,12
UKR,1,UA05,UA01,28/02/2022,5,9,2,2.14014014,0,8
UKR,1,UA05,UA01,01/03/2022,5,9,2,27.6016016,4,77.05
UKR,1,UA05,UA01,26/02/2022,10,14,1,0.491491491,0,3
UKR,1,UA05,UA01,27/02/2022,10,14,1,1.083083083,0,5
UKR,1,UA05,UA01,28/02/2022,10,14,1,5.231231231,0,17.05
UKR,1,UA05,UA01,01/03/2022,10,14,1,2.187187187,0,8
UKR,1,UA05,UA01,26/02/2022,10,14,2,1.078078078,0,5
UKR,1,UA05,UA01,27/02/2022,10,14,2,4.365365365,0,16
UKR,1,UA05,UA01,28/02/2022,10,14,2,0.697697698,0,3
UKR,1,UA05,UA01,01/03/2022,10,14,2,0.382382382,0,2.05
UKR,1,UA05,UA05,26/02/2022,0,4,1,4.836836837,0,17
UKR,1,UA05,UA05,27/02/2022,0,4,1,4.396396396,0,15.05
UKR,1,UA05,UA05,28/02/2022,0,4,1,75.13413413,16,238.15
UKR,1,UA05,UA05,01/03/2022,0,4,1,372.004004,74.9,1128.3
UKR,1,UA05,UA05,26/02/2022,0,4,2,6.614614615,0,22
UKR,1,UA05,UA05,27/02/2022,0,4,2,38.26726727,6,115.05
UKR,1,UA05,UA05,28/02/2022,0,4,2,8.565565566,1,30.05
UKR,1,UA05,UA05,01/03/2022,0,4,2,42.11311311,6.95,129.1
UKR,1,UA05,UA05,26/02/2022,5,9,1,10.79279279,1,37
UKR,1,UA05,UA05,27/02/2022,5,9,1,28.44344344,5,88.05
UKR,1,UA05,UA05,28/02/2022,5,9,1,121.3303303,27,380.05
UKR,1,UA05,UA05,01/03/2022,5,9,1,1.154154154,0,5
UKR,1,UA05,UA05,26/02/2022,5,9,2,214.3133133,42,654.1
UKR,1,UA05,UA05,27/02/2022,5,9,2,30.50950951,5,92.1
UKR,1,UA05,UA05,28/02/2022,5,9,2,17.9049049,3,55.05
UKR,1,UA05,UA05,01/03/2022,5,9,2,1.12012012,0,5
UKR,1,UA05,UA05,26/02/2022,10,14,1,4.790790791,0,17
UKR,1,UA05,UA05,27/02/2022,10,14,1,34.4974975,6,105.1
UKR,1,UA05,UA05,28/02/2022,10,14,1,0.281281281,0,2
UKR,1,UA05,UA05,01/03/2022,10,14,1,3.231231231,0,12
UKR,1,UA05,UA05,26/02/2022,10,14,2,26.71771772,4,87.05
UKR,1,UA05,UA05,27/02/2022,10,14,2,8.49049049,1,27
UKR,1,UA05,UA05,28/02/2022,10,14,2,1.383383383,0,6
UKR,1,UA05,UA05,01/03/2022,10,14,2,2.383383383,0,10
UKR,1,UA05,UA07,26/02/2022,0,4,1,3.87987988,0,14
UKR,1,UA05,UA07,27/02/2022,0,4,1,0.3003003,0,2
UKR,1,UA05,UA07,28/02/2022,0,4,1,92.08908909,17,318.05
UKR,1,UA05,UA07,01/03/2022,0,4,1,0.28028028,0,2
UKR,1,UA05,UA07,26/02/2022,0,4,2,1.428428428,0,6
UKR,1,UA05,UA07,27/02/2022,0,4,2,1.035035035,0,5
UKR,1,UA05,UA07,28/02/2022,0,4,2,1.499499499,0,6.05
UKR,1,UA05,UA07,01/03/2022,0,4,2,2.732732733,0,11
UKR,1,UA05,UA07,26/02/2022,5,9,1,6.352352352,0,22
UKR,1,UA05,UA07,27/02/2022,5,9,1,4.95995996,0,18
UKR,1,UA05,UA07,28/02/2022,5,9,1,4.646646647,0,17
UKR,1,UA05,UA07,01/03/2022,5,9,1,0.277277277,0,2
UKR,1,UA05,UA07,26/02/2022,5,9,2,0.204204204,0,2
UKR,1,UA05,UA07,27/02/2022,5,9,2,5.832832833,0,20
UKR,1,UA05,UA07,28/02/2022,5,9,2,0.963963964,0,5
UKR,1,UA05,UA07,01/03/2022,5,9,2,5.317317317,0,19
UKR,1,UA05,UA07,26/02/2022,10,14,1,30.002002,5,102.05
UKR,1,UA05,UA07,27/02/2022,10,14,1,9.952952953,1,36
UKR,1,UA05,UA07,28/02/2022,10,14,1,0.700700701,0,4
UKR,1,UA05,UA07,01/03/2022,10,14,1,10.25625626,1,33
UKR,1,UA05,UA07,26/02/2022,10,14,2,1.387387387,0,6
UKR,1,UA05,UA07,27/02/2022,10,14,2,2.042042042,0,8
UKR,1,UA05,UA07,28/02/2022,10,14,2,1.794794795,0,7
UKR,1,UA05,UA07,01/03/2022,10,14,2,36.84484484,6,117.1
UKR,1,UA05,UA12,26/02/2022,0,4,1,5.843843844,0,20
UKR,1,UA05,UA12,27/02/2022,0,4,1,6.754754755,0,23
UKR,1,UA05,UA12,28/02/2022,0,4,1,0.83983984,0,5
UKR,1,UA05,UA12,01/03/2022,0,4,1,6.039039039,0,21
UKR,1,UA05,UA12,26/02/2022,0,4,2,8.612612613,1,28
UKR,1,UA05,UA12,27/02/2022,0,4,2,3.212212212,0,11
UKR,1,UA05,UA12,28/02/2022,0,4,2,4.720720721,0,18
UKR,1,UA05,UA12,01/03/2022,0,4,2,0.214214214,0,2
UKR,1,UA05,UA12,26/02/2022,5,9,1,0.485485485,0,3
UKR,1,UA05,UA12,27/02/2022,5,9,1,1.774774775,0,8
UKR,1,UA05,UA12,28/02/2022,5,9,1,3.438438438,0,13
UKR,1,UA05,UA12,01/03/2022,5,9,1,5.19019019,0,18.1
UKR,1,UA05,UA12,26/02/2022,5,9,2,1.31031031,0,6
UKR,1,UA05,UA12,27/02/2022,5,9,2,1.483483483,0,7
UKR,1,UA05,UA12,28/02/2022,5,9,2,0.338338338,0,2.05
UKR,1,UA05,UA12,01/03/2022,5,9,2,3.881881882,0,14
UKR,1,UA05,UA12,26/02/2022,10,14,1,31.67667668,5,99.15
UKR,1,UA05,UA12,27/02/2022,10,14,1,0.226226226,0,2
UKR,1,UA05,UA12,28/02/2022,10,14,1,0.850850851,0,5
UKR,1,UA05,UA12,01/03/2022,10,14,1,4.57957958,0,16
UKR,1,UA05,UA12,26/02/2022,10,14,2,0.513513514,0,3
UKR,1,UA05,UA12,27/02/2022,10,14,2,6.623623624,0,22
UKR,1,UA05,UA12,28/02/2022,10,14,2,1.836836837,0,8.05
UKR,1,UA05,UA12,01/03/2022,10,14,2,0.542542543,0,3
UKR,1,UA05,UA14,26/02/2022,0,4,1,16.26726727,2,56
UKR,1,UA05,UA14,27/02/2022,0,4,1,12.96196196,1,49
UKR,1,UA05,UA14,28/02/2022,0,4,1,8.630630631,0.95,28.05
UKR,1,UA05,UA14,01/03/2022,0,4,1,14.56856857,1,55
UKR,1,UA05,UA14,26/02/2022,0,4,2,0.257257257,0,2
UKR,1,UA05,UA14,27/02/2022,0,4,2,0.297297297,0,2
UKR,1,UA05,UA14,28/02/2022,0,4,2,2.452452452,0,9
UKR,1,UA05,UA14,01/03/2022,0,4,2,2.513513514,0,11
UKR,1,UA05,UA14,26/02/2022,5,9,1,0.67967968,0,4
UKR,1,UA05,UA14,27/02/2022,5,9,1,1.288288288,0,7
UKR,1,UA05,UA14,28/02/2022,5,9,1,0.288288288,0,2
UKR,1,UA05,UA14,01/03/2022,5,9,1,24.44844845,2.95,85
UKR,1,UA05,UA14,26/02/2022,5,9,2,0.218218218,0,2
UKR,1,UA05,UA14,27/02/2022,5,9,2,1.603603604,0,7
UKR,1,UA05,UA14,28/02/2022,5,9,2,0.624624625,0,3
UKR,1,UA05,UA14,01/03/2022,5,9,2,0.201201201,0,2
UKR,1,UA05,UA14,26/02/2022,10,14,1,4.926926927,0,17
UKR,1,UA05,UA14,27/02/2022,10,14,1,0.275275275,0,2
UKR,1,UA05,UA14,28/02/2022,10,14,1,9.87987988,1,32
UKR,1,UA05,UA14,01/03/2022,10,14,1,0.183183183,0,2
UKR,1,UA05,UA14,26/02/2022,10,14,2,0.259259259,0,2
UKR,1,UA05,UA14,27/02/2022,10,14,2,0.314314314,0,3
UKR,1,UA05,UA14,28/02/2022,10,14,2,1.037037037,0,5
UKR,1,UA05,UA14,01/03/2022,10,14,2,0.197197197,0,2
UKR,1,UA07,UA01,26/02/2022,0,4,1,1.042042042,0,5.05
UKR,1,UA07,UA01,27/02/2022,0,4,1,2.019019019,0,10
UKR,1,UA07,UA01,28/02/2022,0,4,1,190.955956,35.95,584.25
UKR,1,UA07,UA01,01/03/2022,0,4,1,0.392392392,0,2
UKR,1,UA07,UA01,26/02/2022,0,4,2,0.496496496,0,3
UKR,1,UA07,UA01,27/02/2022,0,4,2,0.656656657,0,4
UKR,1,UA07,UA01,28/02/2022,0,4,2,5.388388388,0,18
UKR,1,UA07,UA01,01/03/2022,0,4,2,38.05505506,7,102
UKR,1,UA07,UA01,26/02/2022,5,9,1,1.803803804,0,8.05
UKR,1,UA07,UA01,27/02/2022,5,9,1,5.824824825,0,21
UKR,1,UA07,UA01,28/02/2022,5,9,1,1.965965966,0,8
UKR,1,UA07,UA01,01/03/2022,5,9,1,85.71271271,17.95,243.05
UKR,1,UA07,UA01,26/02/2022,5,9,2,38.01601602,5,137.25
UKR,1,UA07,UA01,27/02/2022,5,9,2,3.116116116,0,12
UKR,1,UA07,UA01,28/02/2022,5,9,2,2.074074074,0,8
UKR,1,UA07,UA01,01/03/2022,5,9,2,27.43143143,5,77.05
UKR,1,UA07,UA01,26/02/2022,10,14,1,0.463463463,0,3
UKR,1,UA07,UA01,27/02/2022,10,14,1,1.153153153,0,5
UKR,1,UA07,UA01,28/02/2022,10,14,1,5.156156156,0,17.05
UKR,1,UA07,UA01,01/03/2022,10,14,1,2.094094094,0,8
UKR,1,UA07,UA01,26/02/2022,10,14,2,1.091091091,0,5
UKR,1,UA07,UA01,27/02/2022,10,14,2,4.284284284,0,16
UKR,1,UA07,UA01,28/02/2022,10,14,2,0.718718719,0,4
UKR,1,UA07,UA01,01/03/2022,10,14,2,0.39039039,0,2
UKR,1,UA07,UA05,26/02/2022,0,4,1,5.115115115,0,17
UKR,1,UA07,UA05,27/02/2022,0,4,1,4.720720721,0,14
UKR,1,UA07,UA05,28/02/2022,0,4,1,79.48248248,17.95,235.2
UKR,1,UA07,UA05,01/03/2022,0,4,1,392.1241241,81,1202.25
UKR,1,UA07,UA05,26/02/2022,0,4,2,6.808808809,0,22
UKR,1,UA07,UA05,27/02/2022,0,4,2,40.45745746,7,117
UKR,1,UA07,UA05,28/02/2022,0,4,2,8.873873874,1,28
UKR,1,UA07,UA05,01/03/2022,0,4,2,44.88688689,9,139.05
UKR,1,UA07,UA05,26/02/2022,5,9,1,11.51951952,1,36.05
UKR,1,UA07,UA05,27/02/2022,5,9,1,29.64064064,5,88
UKR,1,UA07,UA05,28/02/2022,5,9,1,127.981982,27,391.05
UKR,1,UA07,UA05,01/03/2022,5,9,1,1.209209209,0,5
UKR,1,UA07,UA05,26/02/2022,5,9,2,226.4134134,41.9,697.5
UKR,1,UA07,UA05,27/02/2022,5,9,2,31.94594595,5.95,94.05
UKR,1,UA07,UA05,28/02/2022,5,9,2,19.07507508,3,59
UKR,1,UA07,UA05,01/03/2022,5,9,2,1.208208208,0,6
UKR,1,UA07,UA05,26/02/2022,10,14,1,4.946946947,0,17.05
UKR,1,UA07,UA05,27/02/2022,10,14,1,36.52852853,7,111
UKR,1,UA07,UA05,28/02/2022,10,14,1,0.339339339,0,2
UKR,1,UA07,UA05,01/03/2022,10,14,1,3.468468468,0,13
UKR,1,UA07,UA05,26/02/2022,10,14,2,27.94694695,4,89.05
UKR,1,UA07,UA05,27/02/2022,10,14,2,8.7997998,1,27
UKR,1,UA07,UA05,28/02/2022,10,14,2,1.455455455,0,6
UKR,1,UA07,UA05,01/03/2022,10,14,2,2.58958959,0,10
UKR,1,UA07,UA07,26/02/2022,0,4,1,3.560560561,0,14
UKR,1,UA07,UA07,27/02/2022,0,4,1,0.277277277,0,2
UKR,1,UA07,UA07,28/02/2022,0,4,1,85.0960961,15,276.05
UKR,1,UA07,UA07,01/03/2022,0,4,1,0.237237237,0,2
UKR,1,UA07,UA07,26/02/2022,0,4,2,1.314314314,0,6
UKR,1,UA07,UA07,27/02/2022,0,4,2,0.885885886,0,4
UKR,1,UA07,UA07,28/02/2022,0,4,2,1.373373373,0,7
UKR,1,UA07,UA07,01/03/2022,0,4,2,2.552552553,0,10
UKR,1,UA07,UA07,26/02/2022,5,9,1,5.770770771,0,22
UKR,1,UA07,UA07,27/02/2022,5,9,1,4.522522523,0,18
UKR,1,UA07,UA07,28/02/2022,5,9,1,4.24024024,0,15.05
UKR,1,UA07,UA07,01/03/2022,5,9,1,0.282282282,0,2
UKR,1,UA07,UA07,26/02/2022,5,9,2,0.24024024,0,2
UKR,1,UA07,UA07,27/02/2022,5,9,2,5.379379379,0,18.05
UKR,1,UA07,UA07,28/02/2022,5,9,2,0.910910911,0,5
UKR,1,UA07,UA07,01/03/2022,5,9,2,4.978978979,0,17.05
UKR,1,UA07,UA07,26/02/2022,10,14,1,27.1951952,4,89.1
UKR,1,UA07,UA07,27/02/2022,10,14,1,9.416416416,1,32
UKR,1,UA07,UA07,28/02/2022,10,14,1,0.654654655,0,4
UKR,1,UA07,UA07,01/03/2022,10,14,1,9.766766767,1,32
UKR,1,UA07,UA07,26/02/2022,10,14,2,1.28028028,0,6
UKR,1,UA07,UA07,27/02/2022,10,14,2,1.912912913,0,8
UKR,1,UA07,UA07,28/02/2022,10,14,2,1.6996997,0,7
UKR,1,UA07,UA07,01/03/2022,10,14,2,34.26826827,5,114.1
UKR,1,UA07,UA12,26/02/2022,0,4,1,6.092092092,0,20
UKR,1,UA07,UA12,27/02/2022,0,4,1,7.399399399,0,24.05
UKR,1,UA07,UA12,28/02/2022,0,4,1,0.822822823,0,5
UKR,1,UA07,UA12,01/03/2022,0,4,1,6.304304304,0,21.05
UKR,1,UA07,UA12,26/02/2022,0,4,2,9.431431431,1,32
UKR,1,UA07,UA12,27/02/2022,0,4,2,3.271271271,0,12
UKR,1,UA07,UA12,28/02/2022,0,4,2,5.035035035,0,20.05
UKR,1,UA07,UA12,01/03/2022,0,4,2,0.239239239,0,2
UKR,1,UA07,UA12,26/02/2022,5,9,1,0.496496496,0,3
UKR,1,UA07,UA12,27/02/2022,5,9,1,1.846846847,0,8
UKR,1,UA07,UA12,28/02/2022,5,9,1,3.698698699,0,14
UKR,1,UA07,UA12,01/03/2022,5,9,1,5.463463463,0,20
UKR,1,UA07,UA12,26/02/2022,5,9,2,1.372372372,0,6
UKR,1,UA07,UA12,27/02/2022,5,9,2,1.540540541,0,7
UKR,1,UA07,UA12,28/02/2022,5,9,2,0.342342342,0,2
UKR,1,UA07,UA12,01/03/2022,5,9,2,4.104104104,0,15
UKR,1,UA07,UA12,26/02/2022,10,14,1,33.71671672,5.95,100.05
UKR,1,UA07,UA12,27/02/2022,10,14,1,0.215215215,0,2
UKR,1,UA07,UA12,28/02/2022,10,14,1,0.880880881,0,5
UKR,1,UA07,UA12,01/03/2022,10,14,1,4.87987988,0,19
UKR,1,UA07,UA12,26/02/2022,10,14,2,0.496496496,0,3
UKR,1,UA07,UA12,27/02/2022,10,14,2,6.831831832,0,24
UKR,1,UA07,UA12,28/02/2022,10,14,2,1.947947948,0,9
UKR,1,UA07,UA12,01/03/2022,10,14,2,0.564564565,0,3
UKR,1,UA07,UA14,26/02/2022,0,4,1,16.1041041,2,50.05
UKR,1,UA07,UA14,27/02/2022,0,4,1,12.8038038,1,51
UKR,1,UA07,UA14,28/02/2022,0,4,1,8.541541542,1,29
UKR,1,UA07,UA14,01/03/2022,0,4,1,14.44644645,1,52.05
UKR,1,UA07,UA14,26/02/2022,0,4,2,0.239239239,0,2
UKR,1,UA07,UA14,27/02/2022,0,4,2,0.278278278,0,2
UKR,1,UA07,UA14,28/02/2022,0,4,2,2.312312312,0,9
UKR,1,UA07,UA14,01/03/2022,0,4,2,2.439439439,0,10
UKR,1,UA07,UA14,26/02/2022,5,9,1,0.652652653,0,4
UKR,1,UA07,UA14,27/02/2022,5,9,1,1.25025025,0,7
UKR,1,UA07,UA14,28/02/2022,5,9,1,0.291291291,0,2
UKR,1,UA07,UA14,01/03/2022,5,9,1,23.94094094,3,86.05
UKR,1,UA07,UA14,26/02/2022,5,9,2,0.216216216,0,2
UKR,1,UA07,UA14,27/02/2022,5,9,2,1.628628629,0,7
UKR,1,UA07,UA14,28/02/2022,5,9,2,0.61961962,0,4
UKR,1,UA07,UA14,01/03/2022,5,9,2,0.164164164,0,1
UKR,1,UA07,UA14,26/02/2022,10,14,1,4.936936937,0,17
UKR,1,UA07,UA14,27/02/2022,10,14,1,0.253253253,0,2
UKR,1,UA07,UA14,28/02/2022,10,14,1,9.930930931,1,33
UKR,1,UA07,UA14,01/03/2022,10,14,1,0.193193193,0,2
UKR,1,UA07,UA14,26/02/2022,10,14,2,0.227227227,0,2
UKR,1,UA07,UA14,27/02/2022,10,14,2,0.305305305,0,2
UKR,1,UA07,UA14,28/02/2022,10,14,2,1.044044044,0,5
UKR,1,UA07,UA14,01/03/2022,10,14,2,0.19019019,0,2
UKR,1,UA12,UA01,26/02/2022,0,4,1,1.088088088,0,5
UKR,1,UA12,UA01,27/02/2022,0,4,1,2.098098098,0,9
UKR,1,UA12,UA01,28/02/2022,0,4,1,193.1381381,38,571.2
UKR,1,UA12,UA01,01/03/2022,0,4,1,0.369369369,0,2
UKR,1,UA12,UA01,26/02/2022,0,4,2,0.530530531,0,3
UKR,1,UA12,UA01,27/02/2022,0,4,2,0.673673674,0,3
UKR,1,UA12,UA01,28/02/2022,0,4,2,5.491491491,0,18
UKR,1,UA12,UA01,01/03/2022,0,4,2,38.13313313,7,103.1
UKR,1,UA12,UA01,26/02/2022,5,9,1,1.797797798,0,8
UKR,1,UA12,UA01,27/02/2022,5,9,1,5.894894895,0,22
